Order ID,Date,Time,Restaurant,Cuisine,Customer ID,Delivery Partner ID,Order Status,Food Item,Quantity,Order Value (INR),Delivery Time (min),Customer Rating,Delivery Partner Rating,Cancellation Reason
ZM100801,11/14/2025,10:01:00 PM,Taco Bell,Mexican,CUST8606,DP591,Cancelled by Customer,Fried Rice,,,,,,Wrong address entered
ZM100250,11/29/2025,8:21:00 PM,McDonald's,Biryani,CUST3838,DP784,Delivered,Burger Combo,4,264.89,60,4.10,4.80,
ZM100080,12/7/2025,10:36:00 AM,Burger King,North Indian,CUST3522,DP755,Delivered,Fried Rice,4,192.70,27,3.90,3.20,
ZM100144,11/19/2025,8:46:00 PM,Chianti,Bakery,CUST8489,DP532,Delivered,Chicken Biryani,3,305.36,27,3.10,3.80,
ZM100930,11/17/2025,5:02:00 AM,Koshy’s,Chinese,CUST2573,DP682,Cancelled by Restaurant,Veg Biryani,,,,,,Kitchen closed
ZM100646,11/25/2025,11:43:00 AM,Burger King,Thai,CUST7165,DP726,Delivered,Veg Biryani,1,892.76,27,3.80,3.60,
ZM100030,12/4/2025,1:44:00 AM,Truffles,Bakery,CUST5291,DP582,Delivered,Sandwich,3,154.39,41,4.50,4.30,
ZM100161,11/30/2025,4:20:00 PM,Chianti,Bakery,CUST2215,DP730,Delivered,Momos,4,762.20,24,3.30,3.60,
ZM100488,11/21/2025,7:39:00 PM,Truffles,South Indian,CUST1396,DP894,Delivered,Pasta Alfredo,4,450.36,42,3.40,3.70,
ZM100075,11/21/2025,9:11:00 AM,Five Star Chicken,North Indian,CUST8141,DP825,Delivered,Momos,2,486.99,48,4.80,3.40,
ZM100726,12/4/2025,8:14:00 AM,A2B - Adyar Ananda Bhavan,Bakery,CUST3028,DP524,Delivered,Fried Rice,1,690.95,43,3.50,4.00,
ZM100055,11/20/2025,8:44:00 AM,Taco Bell,Chinese,CUST1420,DP975,Delivered,Noodles,1,726.68,30,4.90,3.20,
ZM100985,11/29/2025,4:41:00 PM,Onesta,Chinese,CUST7551,DP756,Cancelled by Partner,Farmhouse Pizza,,,,,,Customer unreachable
ZM100827,11/13/2025,2:01:00 PM,Little Italy,South Indian,CUST9789,DP714,Cancelled by Customer,Paneer Butter Masala,,,,,,Delivery too far
ZM100026,12/8/2025,10:55:00 PM,A2B - Adyar Ananda Bhavan,Mexican,CUST2200,DP775,Delivered,Farmhouse Pizza,1,127.27,59,5.00,5.00,
ZM100953,12/7/2025,2:19:00 PM,WOW Momo,Bakery,CUST1424,DP993,Cancelled by Partner,Burger Combo,,,,,,Vehicle issue
ZM100731,11/29/2025,3:01:00 PM,Onesta,Bakery,CUST9408,DP941,Delivered,Sandwich,2,232.59,28,4.00,3.90,
ZM100926,11/19/2025,9:39:00 AM,Beijing Bites,Thai,CUST2594,DP567,Cancelled by Restaurant,Burger Combo,,,,,,Kitchen closed
ZM100887,11/14/2025,3:02:00 AM,Five Star Chicken,Fast Food,CUST3338,DP637,Cancelled by Restaurant,Sandwich,,,,,,Item not available
ZM100711,11/14/2025,10:00:00 AM,Paradise Biryani,Bakery,CUST2412,DP841,Delivered,Sandwich,3,740.86,30,4.20,3.60,
ZM100679,11/19/2025,4:52:00 PM,Paradise Biryani,Chinese,CUST3955,DP709,Delivered,Burger Combo,2,588.06,38,4.50,3.40,
ZM100844,11/25/2025,1:20:00 PM,Truffles,North Indian,CUST5476,DP578,Cancelled by Customer,Pasta Alfredo,,,,,,Ordered by mistake
ZM100248,11/30/2025,8:51:00 PM,Paradise Biryani,Biryani,CUST5873,DP970,Delivered,Chicken Biryani,3,394.55,49,4.20,4.60,
ZM100879,11/14/2025,1:19:00 AM,Paradise Biryani,Biryani,CUST4182,DP890,Cancelled by Restaurant,Paneer Butter Masala,,,,,,Item not available
ZM100811,12/1/2025,1:18:00 AM,Beijing Bites,Fast Food,CUST6394,DP628,Cancelled by Customer,Chicken Tikka,,,,,,Wrong address entered
ZM100147,11/15/2025,4:02:00 PM,Meghana Foods,Bakery,CUST2698,DP895,Delivered,Farmhouse Pizza,3,702.91,42,4.60,3.70,
ZM100471,11/16/2025,4:25:00 AM,Little Italy,North Indian,CUST7366,DP836,Delivered,Chicken Tikka,1,498.59,26,3.10,4.30,
ZM100826,11/28/2025,1:57:00 AM,Chianti,North Indian,CUST6353,DP940,Cancelled by Customer,Paneer Butter Masala,,,,,,Found cheaper elsewhere
ZM100962,12/8/2025,4:52:00 AM,Five Star Chicken,American,CUST7064,DP862,Cancelled by Partner,Veg Biryani,,,,,,Personal emergency
ZM100687,12/6/2025,5:04:00 AM,Meghana Foods,Italian,CUST9108,DP520,Delivered,Paneer Butter Masala,1,486.79,30,4.40,3.90,
ZM100357,12/9/2025,3:14:00 AM,Meghana Foods,North Indian,CUST5395,DP949,Delivered,Sandwich,2,637.42,30,3.70,4.80,
ZM100061,11/17/2025,8:49:00 AM,WOW Momo,American,CUST7658,DP750,Delivered,Noodles,3,553.52,53,4.90,3.20,
ZM100680,11/17/2025,4:58:00 AM,Empire Restaurant,American,CUST8506,DP543,Delivered,Margherita Pizza,2,601.79,35,3.70,4.40,
ZM100992,11/24/2025,9:28:00 PM,McDonald's,Italian,CUST3167,DP705,Cancelled by Partner,Chicken Biryani,,,,,,Customer unreachable
ZM100952,11/20/2025,10:02:00 PM,Taco Bell,Biryani,CUST9379,DP809,Cancelled by Partner,Pasta Alfredo,,,,,,Vehicle issue
ZM100571,11/28/2025,12:38:00 AM,Onesta,Chinese,CUST7411,DP794,Delivered,Pasta Alfredo,1,847.66,44,3.50,4.40,
ZM100371,11/14/2025,3:22:00 PM,Tunday Kababi,Biryani,CUST8091,DP929,Delivered,Fried Rice,2,871.81,20,4.10,3.10,
ZM100017,12/5/2025,12:14:00 AM,Truffles,North Indian,CUST8953,DP609,Delivered,Chicken Tikka,1,826.23,41,3.10,3.50,
ZM100793,12/6/2025,12:44:00 AM,Biriyani Zone,South Indian,CUST3248,DP694,Cancelled by Customer,Veg Biryani,,,,,,Ordered by mistake
ZM100648,11/18/2025,3:44:00 AM,Five Star Chicken,Mexican,CUST9105,DP802,Delivered,Pasta Alfredo,4,491.21,30,4.00,3.80,
ZM100991,11/27/2025,3:31:00 AM,Chianti,Biryani,CUST4091,DP937,Cancelled by Partner,Paneer Butter Masala,,,,,,Customer unreachable
ZM100240,11/18/2025,8:28:00 AM,Taco Bell,Chinese,CUST8052,DP554,Delivered,Pasta Alfredo,1,559.31,45,4.90,3.70,
ZM100978,12/12/2025,11:56:00 AM,Little Italy,Bakery,CUST1145,DP551,Cancelled by Partner,Farmhouse Pizza,,,,,,Customer unreachable
ZM100820,11/21/2025,1:46:00 PM,A2B - Adyar Ananda Bhavan,Fast Food,CUST1380,DP790,Cancelled by Customer,Noodles,,,,,,Wrong address entered
ZM100638,11/18/2025,12:19:00 PM,A2B - Adyar Ananda Bhavan,Thai,CUST6111,DP851,Delivered,Tacos,1,184.15,51,3.20,3.60,
ZM100819,11/19/2025,12:19:00 AM,Taco Bell,Fast Food,CUST7867,DP717,Cancelled by Customer,Chicken Tikka,,,,,,Delivery too far
ZM100431,11/25/2025,12:19:00 AM,Biriyani Zone,Italian,CUST8807,DP660,Delivered,Margherita Pizza,1,431.17,41,3.20,4.90,
ZM100594,11/25/2025,7:50:00 AM,Truffles,Bakery,CUST5573,DP507,Delivered,Sandwich,4,792.52,33,4.20,4.70,
ZM100733,12/9/2025,12:36:00 PM,Five Star Chicken,American,CUST8961,DP514,Delivered,Veg Biryani,2,211.84,39,5.00,3.60,
ZM100684,12/7/2025,5:11:00 PM,Onesta,Fast Food,CUST6132,DP522,Delivered,Chicken Wings,2,189.93,53,3.90,3.50,
ZM100235,12/2/2025,8:35:00 PM,Beijing Bites,Mexican,CUST9044,DP995,Delivered,Farmhouse Pizza,2,872.37,40,3.60,4.40,
ZM100549,12/12/2025,2:26:00 AM,Empire Restaurant,Chinese,CUST7813,DP940,Delivered,Tacos,4,633.18,28,3.20,4.30,
ZM100900,12/2/2025,3:25:00 AM,Tunday Kababi,Bakery,CUST3275,DP513,Cancelled by Restaurant,Tacos,,,,,,Item not available
ZM100504,12/7/2025,6:35:00 AM,Barbeque Nation,North Indian,CUST4323,DP887,Delivered,Burger Combo,1,841.84,46,3.40,4.30,
ZM100858,11/21/2025,4:27:00 PM,WOW Momo,North Indian,CUST8354,DP695,Cancelled by Customer,Noodles,,,,,,Change of mind
ZM100551,12/7/2025,2:29:00 PM,Leon Grill,North Indian,CUST9948,DP795,Delivered,Noodles,4,780.51,35,4.40,3.50,
ZM100509,11/24/2025,11:45:00 PM,Burger King,Chinese,CUST4308,DP951,Delivered,Burger Combo,4,372.30,21,3.40,4.20,
ZM100832,11/28/2025,7:39:00 PM,Truffles,American,CUST8476,DP677,Cancelled by Customer,Pasta Alfredo,,,,,,Change of mind
ZM100943,12/7/2025,2:59:00 AM,Biriyani Zone,North Indian,CUST3043,DP759,Cancelled by Restaurant,Chicken Biryani,,,,,,High demand
ZM100392,11/15/2025,2:28:00 AM,Taco Bell,Thai,CUST8170,DP695,Delivered,Chicken Biryani,3,733.78,39,4.20,3.60,
ZM100754,11/30/2025,6:22:00 PM,Truffles,Thai,CUST8293,DP844,Cancelled by Customer,Veg Biryani,,,,,,Change of mind
ZM100141,11/29/2025,3:07:00 AM,Barbeque Nation,Mexican,CUST2337,DP691,Delivered,Farmhouse Pizza,1,443.62,45,4.00,3.50,
ZM100977,12/1/2025,12:12:00 AM,Tunday Kababi,Fast Food,CUST6798,DP554,Cancelled by Partner,Margherita Pizza,,,,,,Customer unreachable
ZM100972,12/7/2025,11:01:00 PM,Barbeque Nation,Chinese,CUST7013,DP929,Cancelled by Partner,Chicken Biryani,,,,,,Customer unreachable
ZM100423,11/13/2025,8:29:00 PM,Koshy’s,South Indian,CUST7564,DP814,Delivered,Chicken Biryani,3,292.98,25,4.20,4.40,
ZM100492,11/18/2025,8:49:00 AM,Burger King,Mexican,CUST9631,DP522,Delivered,Noodles,2,662.16,21,3.80,4.80,
ZM100434,12/12/2025,6:28:00 PM,Meghana Foods,Mexican,CUST9374,DP643,Delivered,Farmhouse Pizza,3,504.03,56,4.70,4.00,
ZM100902,11/21/2025,10:29:00 PM,Chianti,Bakery,CUST4079,DP501,Cancelled by Restaurant,Pasta Alfredo,,,,,,Kitchen closed
ZM100326,12/4/2025,12:42:00 PM,Empire Restaurant,Fast Food,CUST4734,DP568,Delivered,Sandwich,3,362.54,51,4.70,4.40,
ZM100688,11/28/2025,12:10:00 PM,Burger King,Mexican,CUST5654,DP592,Delivered,Chicken Wings,4,207.74,29,3.20,3.20,
ZM100690,12/10/2025,8:24:00 AM,Onesta,South Indian,CUST2737,DP928,Delivered,Farmhouse Pizza,1,341.74,27,3.80,4.20,
ZM100186,11/14/2025,6:07:00 PM,Barbeque Nation,Italian,CUST1084,DP993,Delivered,Veg Biryani,1,442.38,50,3.20,4.50,
ZM100945,12/3/2025,1:34:00 AM,A2B - Adyar Ananda Bhavan,Thai,CUST3291,DP795,Cancelled by Restaurant,Chicken Wings,,,,,,High demand
ZM100330,12/6/2025,9:21:00 AM,Taco Bell,Mexican,CUST9008,DP804,Delivered,Fried Rice,4,615.62,27,4.40,3.50,
ZM100092,11/15/2025,10:18:00 AM,Beijing Bites,Bakery,CUST5837,DP511,Delivered,Sandwich,4,203.19,44,4.10,4.10,
ZM100148,11/24/2025,11:20:00 AM,McDonald's,North Indian,CUST8840,DP823,Delivered,Farmhouse Pizza,3,754.54,31,4.70,4.40,
ZM100285,11/14/2025,6:39:00 PM,Barbeque Nation,Chinese,CUST1157,DP986,Delivered,Veg Biryani,4,138.65,54,3.70,4.70,
ZM100691,12/2/2025,5:14:00 AM,Empire Restaurant,South Indian,CUST1718,DP835,Delivered,Chicken Wings,4,474.16,37,4.20,3.00,
ZM100591,12/6/2025,12:49:00 PM,Barbeque Nation,South Indian,CUST8454,DP591,Delivered,Chicken Wings,4,162.38,47,3.30,4.90,
ZM100683,12/4/2025,5:13:00 PM,Leon Grill,Bakery,CUST3938,DP633,Delivered,Margherita Pizza,4,643.58,28,4.90,4.10,
ZM100068,11/17/2025,7:12:00 PM,A2B - Adyar Ananda Bhavan,South Indian,CUST4697,DP897,Delivered,Chicken Tikka,1,555.30,46,4.20,4.60,
ZM100489,12/3/2025,5:46:00 AM,Taco Bell,Biryani,CUST4271,DP850,Delivered,Sandwich,4,606.08,48,3.10,4.60,
ZM100457,11/25/2025,12:45:00 AM,Little Italy,South Indian,CUST3468,DP507,Delivered,Margherita Pizza,3,217.53,48,4.50,3.50,
ZM100889,11/27/2025,12:03:00 AM,Truffles,Bakery,CUST7829,DP835,Cancelled by Restaurant,Fried Rice,,,,,,Item not available
ZM100781,11/17/2025,1:30:00 AM,McDonald's,American,CUST8140,DP762,Cancelled by Customer,Noodles,,,,,,Change of mind
ZM100327,12/3/2025,3:07:00 PM,WOW Momo,American,CUST7671,DP879,Delivered,Tacos,4,591.88,25,3.40,3.40,
ZM100689,11/16/2025,5:44:00 AM,Chianti,American,CUST7822,DP971,Delivered,Noodles,2,575.17,20,4.10,4.10,
ZM100152,11/17/2025,2:49:00 AM,Koshy’s,South Indian,CUST5843,DP656,Delivered,Burger Combo,2,545.47,40,3.20,3.70,
ZM100002,12/5/2025,3:19:00 PM,Five Star Chicken,American,CUST3547,DP610,Delivered,Momos,1,711.87,30,4.40,3.70,
ZM100675,12/7/2025,11:27:00 PM,Five Star Chicken,Fast Food,CUST7182,DP983,Delivered,Momos,3,274.96,46,3.70,3.80,
ZM100271,11/26/2025,8:42:00 PM,Chianti,Italian,CUST4921,DP753,Delivered,Tacos,4,350.52,23,4.60,4.60,
ZM100782,11/22/2025,12:12:00 PM,Five Star Chicken,Thai,CUST3385,DP575,Cancelled by Customer,Momos,,,,,,Found cheaper elsewhere
ZM100511,11/26/2025,1:06:00 PM,Chianti,Biryani,CUST3459,DP583,Delivered,Paneer Butter Masala,4,549.27,22,4.50,4.80,
ZM100277,11/19/2025,10:27:00 PM,Little Italy,South Indian,CUST9474,DP900,Delivered,Veg Biryani,2,667.17,30,4.00,3.70,
ZM100106,11/21/2025,12:52:00 AM,McDonald's,North Indian,CUST7897,DP769,Delivered,Farmhouse Pizza,2,579.31,21,3.30,3.10,
ZM100356,12/4/2025,3:50:00 PM,Meghana Foods,South Indian,CUST7979,DP878,Delivered,Sandwich,2,801.83,38,3.70,4.40,
ZM100686,12/2/2025,2:52:00 PM,Little Italy,Fast Food,CUST8208,DP527,Delivered,Tacos,4,715.67,29,4.10,4.80,
ZM100639,11/16/2025,3:09:00 PM,Barbeque Nation,Thai,CUST8793,DP980,Delivered,Burger Combo,3,888.27,47,3.40,3.10,
ZM100954,11/23/2025,8:26:00 AM,Biriyani Zone,South Indian,CUST2802,DP850,Cancelled by Partner,Fried Rice,,,,,,Vehicle issue
ZM100153,11/28/2025,8:34:00 PM,Koshy’s,Chinese,CUST8126,DP640,Delivered,Tacos,4,394.21,22,4.50,4.80,
ZM100435,11/30/2025,7:34:00 AM,Five Star Chicken,Chinese,CUST3863,DP734,Delivered,Veg Biryani,4,493.09,54,3.10,3.70,
ZM100937,11/20/2025,3:13:00 AM,Little Italy,Bakery,CUST8105,DP652,Cancelled by Restaurant,Chicken Wings,,,,,,High demand
ZM100729,12/6/2025,12:19:00 PM,Tunday Kababi,South Indian,CUST3130,DP743,Delivered,Paneer Butter Masala,4,766.18,25,3.20,3.80,
ZM100342,12/6/2025,5:04:00 PM,KFC,Bakery,CUST7704,DP791,Delivered,Fried Rice,3,442.22,29,3.30,3.40,
ZM100543,11/16/2025,8:21:00 PM,Paradise Biryani,Fast Food,CUST1003,DP887,Delivered,Chicken Wings,1,190.62,28,4.80,4.80,
ZM100438,11/29/2025,11:55:00 PM,Taco Bell,Fast Food,CUST4744,DP916,Delivered,Sandwich,4,338.11,31,4.10,5.00,
ZM100182,11/27/2025,6:33:00 AM,Barbeque Nation,American,CUST9011,DP662,Delivered,Fried Rice,3,295.40,39,4.50,4.40,
ZM100154,11/22/2025,1:57:00 AM,Truffles,Bakery,CUST8179,DP517,Delivered,Farmhouse Pizza,2,863.18,29,4.70,4.40,
ZM100965,11/20/2025,7:48:00 AM,Truffles,American,CUST6123,DP932,Cancelled by Partner,Burger Combo,,,,,,Personal emergency
ZM100736,11/30/2025,4:13:00 PM,Leon Grill,Chinese,CUST3440,DP943,Delivered,Momos,2,513.72,49,4.50,4.30,
ZM100086,11/26/2025,3:35:00 PM,Empire Restaurant,Chinese,CUST2315,DP936,Delivered,Burger Combo,2,178.37,36,3.70,4.40,
ZM100994,11/15/2025,1:44:00 AM,Koshy’s,Thai,CUST4791,DP613,Cancelled by Partner,Margherita Pizza,,,,,,Personal emergency
ZM100862,12/6/2025,5:10:00 AM,Beijing Bites,North Indian,CUST8270,DP878,Cancelled by Customer,Chicken Tikka,,,,,,Delivery too far
ZM100341,11/24/2025,10:02:00 AM,Tunday Kababi,South Indian,CUST8736,DP955,Delivered,Chicken Wings,1,795.79,57,4.20,4.20,
ZM100630,12/1/2025,4:44:00 AM,Tunday Kababi,Biryani,CUST4643,DP565,Delivered,Fried Rice,3,254.32,39,3.10,4.60,
ZM100078,12/12/2025,10:26:00 PM,Burger King,Mexican,CUST8242,DP889,Delivered,Burger Combo,1,266.31,43,4.20,4.00,
ZM100365,11/16/2025,8:01:00 AM,Truffles,Mexican,CUST9148,DP881,Delivered,Chicken Wings,4,188.66,51,3.90,3.20,
ZM100767,12/12/2025,1:22:00 PM,WOW Momo,South Indian,CUST1415,DP877,Cancelled by Customer,Noodles,,,,,,Ordered by mistake
ZM100104,11/21/2025,7:14:00 AM,Leon Grill,North Indian,CUST4394,DP800,Delivered,Veg Biryani,3,309.98,28,4.60,3.40,
ZM100694,11/18/2025,1:44:00 PM,A2B - Adyar Ananda Bhavan,Chinese,CUST3151,DP683,Delivered,Chicken Biryani,3,502.86,47,4.50,4.80,
ZM100808,11/17/2025,4:58:00 PM,Biriyani Zone,Bakery,CUST3942,DP726,Cancelled by Customer,Veg Biryani,,,,,,Found cheaper elsewhere
ZM100173,11/30/2025,12:29:00 PM,Meghana Foods,Bakery,CUST5582,DP922,Delivered,Veg Biryani,2,402.77,38,3.10,4.00,
ZM100503,12/10/2025,11:29:00 PM,Onesta,Chinese,CUST8763,DP570,Delivered,Fried Rice,4,675.37,43,3.40,3.80,
ZM100115,11/18/2025,9:30:00 AM,Five Star Chicken,Italian,CUST1430,DP811,Delivered,Momos,4,779.22,59,4.20,4.30,
ZM100749,12/7/2025,6:13:00 PM,Five Star Chicken,South Indian,CUST5578,DP949,Delivered,Margherita Pizza,1,428.34,27,4.70,4.50,
ZM100231,11/30/2025,12:25:00 AM,A2B - Adyar Ananda Bhavan,Bakery,CUST9537,DP586,Delivered,Burger Combo,1,685.38,55,4.80,5.00,
ZM100293,11/28/2025,6:58:00 PM,Burger King,Italian,CUST4641,DP566,Delivered,Chicken Biryani,4,199.49,28,3.20,3.10,
ZM100671,12/11/2025,9:21:00 AM,Truffles,Mexican,CUST2644,DP922,Delivered,Chicken Wings,4,842.67,41,4.40,4.80,
ZM100361,11/13/2025,4:39:00 PM,KFC,Bakery,CUST9598,DP892,Delivered,Chicken Wings,1,169.40,40,3.00,4.70,
ZM100150,11/30/2025,6:32:00 PM,Onesta,American,CUST3039,DP909,Delivered,Veg Biryani,2,343.17,23,4.70,3.70,
ZM100394,11/22/2025,4:55:00 AM,A2B - Adyar Ananda Bhavan,Fast Food,CUST9970,DP984,Delivered,Veg Biryani,2,216.12,20,4.10,3.80,
ZM100437,11/15/2025,8:51:00 AM,Little Italy,Thai,CUST7945,DP607,Delivered,Margherita Pizza,2,330.14,59,3.70,3.40,
ZM100232,11/21/2025,12:59:00 PM,Little Italy,Chinese,CUST7899,DP653,Delivered,Margherita Pizza,3,329.36,29,3.10,3.90,
ZM100024,12/11/2025,5:20:00 PM,Truffles,Chinese,CUST5033,DP796,Delivered,Chicken Biryani,1,646.67,35,3.80,4.90,
ZM100860,12/12/2025,9:02:00 PM,A2B - Adyar Ananda Bhavan,Italian,CUST8020,DP887,Cancelled by Customer,Tacos,,,,,,Change of mind
ZM100841,11/13/2025,4:39:00 AM,Tunday Kababi,Mexican,CUST2117,DP542,Cancelled by Customer,Chicken Wings,,,,,,Found cheaper elsewhere
ZM100145,12/9/2025,5:03:00 PM,Leon Grill,Thai,CUST4941,DP792,Delivered,Veg Biryani,2,680.46,38,3.90,4.20,
ZM100425,12/6/2025,1:08:00 AM,Leon Grill,Thai,CUST3579,DP544,Delivered,Fried Rice,2,599.85,22,3.70,4.30,
ZM100523,12/2/2025,11:39:00 AM,Paradise Biryani,Biryani,CUST8849,DP969,Delivered,Noodles,1,768.99,32,3.70,3.70,
ZM100702,11/25/2025,12:36:00 AM,Empire Restaurant,Bakery,CUST8974,DP655,Delivered,Chicken Biryani,1,253.95,50,3.90,3.80,
ZM100935,11/22/2025,10:17:00 PM,Taco Bell,North Indian,CUST2910,DP542,Cancelled by Restaurant,Chicken Biryani,,,,,,Kitchen closed
ZM100557,11/27/2025,2:48:00 AM,McDonald's,Thai,CUST1232,DP879,Delivered,Chicken Biryani,3,316.60,59,3.60,4.70,
ZM100105,12/6/2025,7:57:00 AM,WOW Momo,Chinese,CUST3858,DP556,Delivered,Momos,1,336.27,29,5.00,4.10,
ZM100045,11/23/2025,10:49:00 AM,Tunday Kababi,Biryani,CUST8777,DP730,Delivered,Sandwich,4,767.84,55,3.90,3.30,
ZM100740,12/12/2025,9:23:00 AM,Beijing Bites,Italian,CUST1737,DP751,Delivered,Sandwich,4,186.03,54,4.20,3.80,
ZM100126,12/9/2025,4:59:00 AM,Biriyani Zone,Italian,CUST9095,DP737,Delivered,Paneer Butter Masala,2,712.97,24,3.40,4.50,
ZM100907,12/10/2025,10:17:00 AM,Burger King,Mexican,CUST8311,DP988,Cancelled by Restaurant,Paneer Butter Masala,,,,,,High demand
ZM100730,12/6/2025,3:13:00 PM,Truffles,Fast Food,CUST9172,DP825,Delivered,Pasta Alfredo,4,578.83,53,4.60,4.70,
ZM100273,11/15/2025,7:24:00 PM,Koshy’s,Fast Food,CUST5295,DP610,Delivered,Fried Rice,2,714.93,24,3.00,3.10,
ZM100708,11/30/2025,4:35:00 PM,Chianti,Biryani,CUST6174,DP783,Delivered,Tacos,4,300.89,23,4.10,3.80,
ZM100556,11/17/2025,7:14:00 PM,Biriyani Zone,North Indian,CUST1447,DP646,Delivered,Pasta Alfredo,4,570.95,56,3.10,5.00,
ZM100057,11/21/2025,8:29:00 PM,KFC,Biryani,CUST6590,DP506,Delivered,Momos,1,390.82,47,4.30,3.10,
ZM100249,11/23/2025,8:08:00 PM,Truffles,Chinese,CUST9369,DP698,Delivered,Farmhouse Pizza,1,306.09,27,3.40,4.40,
ZM100158,12/9/2025,4:37:00 AM,Truffles,Mexican,CUST9882,DP648,Delivered,Paneer Butter Masala,4,897.86,40,4.30,4.40,
ZM100780,12/1/2025,2:22:00 PM,Leon Grill,Mexican,CUST4983,DP570,Cancelled by Customer,Paneer Butter Masala,,,,,,Delivery too far
ZM100995,12/2/2025,2:32:00 PM,Meghana Foods,Thai,CUST1846,DP655,Cancelled by Partner,Burger Combo,,,,,,Personal emergency
ZM100314,11/21/2025,9:36:00 AM,A2B - Adyar Ananda Bhavan,Italian,CUST6911,DP501,Delivered,Chicken Biryani,1,426.46,55,4.70,3.30,
ZM100167,12/3/2025,4:29:00 PM,Barbeque Nation,Bakery,CUST8609,DP604,Delivered,Margherita Pizza,4,176.92,23,3.30,3.80,
ZM100454,11/29/2025,7:08:00 PM,Koshy’s,Bakery,CUST2297,DP716,Delivered,Chicken Tikka,2,677.65,44,4.70,3.40,
ZM100576,11/19/2025,8:14:00 PM,Barbeque Nation,Mexican,CUST8361,DP994,Delivered,Burger Combo,1,738.34,39,4.00,4.90,
ZM100491,12/2/2025,11:40:00 PM,KFC,American,CUST9952,DP767,Delivered,Chicken Wings,4,137.74,33,4.50,3.40,
ZM100142,12/5/2025,12:57:00 AM,WOW Momo,South Indian,CUST8740,DP856,Delivered,Sandwich,3,737.28,28,3.10,4.80,
ZM100207,12/4/2025,2:04:00 AM,Burger King,Biryani,CUST6642,DP982,Delivered,Tacos,2,608.27,47,4.10,3.10,
ZM100087,12/2/2025,11:01:00 PM,Burger King,Bakery,CUST5708,DP616,Delivered,Farmhouse Pizza,4,800.46,22,4.20,3.50,
ZM100346,12/2/2025,6:07:00 PM,Beijing Bites,North Indian,CUST6113,DP566,Delivered,Pasta Alfredo,1,608.82,35,3.50,4.80,
ZM100555,11/27/2025,7:35:00 PM,WOW Momo,Bakery,CUST5981,DP872,Delivered,Farmhouse Pizza,3,345.58,22,4.40,4.20,
ZM100849,12/12/2025,11:30:00 AM,Truffles,Italian,CUST3750,DP870,Cancelled by Customer,Chicken Biryani,,,,,,Ordered by mistake
ZM100877,12/12/2025,5:05:00 PM,Taco Bell,Mexican,CUST7812,DP981,Cancelled by Restaurant,Burger Combo,,,,,,High demand
ZM100948,12/3/2025,7:20:00 AM,Leon Grill,Thai,CUST6882,DP642,Cancelled by Partner,Chicken Tikka,,,,,,Vehicle issue
ZM100614,11/24/2025,3:05:00 PM,WOW Momo,South Indian,CUST1406,DP705,Delivered,Tacos,4,822.14,28,4.40,3.20,
ZM100642,12/5/2025,2:29:00 PM,Onesta,American,CUST7626,DP748,Delivered,Momos,3,709.92,45,3.70,4.30,
ZM100757,12/12/2025,7:33:00 AM,Biriyani Zone,Fast Food,CUST2474,DP917,Cancelled by Customer,Chicken Tikka,,,,,,Change of mind
ZM100864,11/17/2025,2:09:00 PM,Empire Restaurant,Italian,CUST6427,DP675,Cancelled by Customer,Sandwich,,,,,,Found cheaper elsewhere
ZM100904,11/28/2025,7:58:00 AM,Onesta,Bakery,CUST2333,DP678,Cancelled by Restaurant,Tacos,,,,,,High demand
ZM100846,11/28/2025,11:46:00 PM,Chianti,South Indian,CUST6051,DP727,Cancelled by Customer,Burger Combo,,,,,,Change of mind
ZM100135,12/12/2025,12:22:00 PM,A2B - Adyar Ananda Bhavan,Chinese,CUST3538,DP539,Delivered,Chicken Tikka,3,859.18,51,3.40,5.00,
ZM100946,11/27/2025,11:43:00 PM,Chianti,Fast Food,CUST9818,DP761,Cancelled by Partner,Noodles,,,,,,Personal emergency
ZM100659,11/24/2025,9:23:00 PM,Meghana Foods,Thai,CUST5919,DP932,Delivered,Chicken Tikka,3,480.74,35,3.30,4.40,
ZM100013,11/18/2025,6:06:00 PM,Empire Restaurant,Biryani,CUST6038,DP622,Delivered,Farmhouse Pizza,4,135.19,43,4.80,4.70,
ZM100112,12/8/2025,11:26:00 PM,Onesta,South Indian,CUST3131,DP784,Delivered,Chicken Biryani,1,192.72,26,4.50,3.70,
ZM100766,12/11/2025,7:39:00 AM,Biriyani Zone,Bakery,CUST8354,DP661,Cancelled by Customer,Fried Rice,,,,,,Change of mind
ZM100892,12/6/2025,2:00:00 AM,Little Italy,Italian,CUST7697,DP725,Cancelled by Restaurant,Margherita Pizza,,,,,,High demand
ZM100386,11/14/2025,10:57:00 AM,Paradise Biryani,South Indian,CUST7143,DP763,Delivered,Burger Combo,3,541.39,38,3.00,4.00,
ZM100750,11/29/2025,7:11:00 AM,Chianti,Fast Food,CUST6613,DP825,Cancelled by Customer,Pasta Alfredo,,,,,,Wrong address entered
ZM100617,12/11/2025,10:45:00 PM,Taco Bell,Bakery,CUST6047,DP728,Delivered,Paneer Butter Masala,4,408.31,43,3.00,3.70,
ZM100012,11/26/2025,6:05:00 AM,Chianti,South Indian,CUST3646,DP776,Delivered,Sandwich,3,776.50,52,4.20,3.30,
